source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
JAG1,NOTCH2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,23,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,True,True,18,11,27,ligand,receptor,False,False,True,True,False,True,ACSN:22330899;ACSN:22363130;Baccin2019:10551863;Baccin2019:10958687;CellChatDB:22353464;CellPhoneDB:22353464;HPMR:10551863;HPRD:10551863;HPRD:10958687;ICELLNET:16921404;LRdb:10551863;LRdb:11;NetPath:10958687;SIGNOR:10551863;SIGNOR:10958687;SIGNOR:18660822;SignaLink3:10551863;SignaLink3:10958687;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10551863;connectomeDB2020:10958687,10551863;10958687;11;16921404;18660822;18988627;21071413;22330899;22353464;22363130;23331499,generic,generic,False,False,ACSN;Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P78504,Q04721
DLL4,NOTCH2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,8,,,,protein,protein,False,True,11,3,14,ligand,receptor,False,False,True,True,False,True,Baccin2019:30181175;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22842086;LRdb:22353464;Ramilowski2015:22842086;connectomeDB2020:22842086;talklr:22842086,22353464;22842086;30181175,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9NR61,Q04721
JAG2,NOTCH3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,16,Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Guide2Pharma;DGIdb;OmniPath,,,protein,protein,True,True,18,8,27,ligand,receptor,False,False,True,True,False,True,Baccin2019:1100613311006130;CancerCellMap:11006133;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;HPRD:11006133;ICELLNET:16921404;LRdb:11006133;NetPath:11006133;SIGNOR:11006133;SignaLink3:10958687;SignaLink3:11006133;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11006133,10958687;11006133;1100613311006130;16921404;18988627;21071413;22353464;23331499,generic,generic,False,False,Baccin2019;CancerCellMap;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9Y219,Q9UM47
DLL1,NOTCH3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,15,Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Guide2Pharma;DGIdb;OmniPath,,,protein,protein,False,True,17,5,24,ligand,receptor,False,False,True,True,False,True,Baccin2019:11006133;Baccin2019:12482954;CancerCellMap:11006133;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:12482954;HPRD:11006133;HPRD:12482954;LRdb:11;LRdb:12482954;NetPath:11006133;SIGNOR:11006133;SIGNOR:16140393;connectomeDB2020:11006133;connectomeDB2020:12482954,11;11006133;12482954;16140393;22353464,generic,generic,False,False,Baccin2019;CancerCellMap;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,True,False,post_translational,O00548,Q9UM47
JAG1,NOTCH3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,20,iTALK;EMBRACE;HGNC;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,True,True,18,8,27,ligand,receptor,False,False,True,True,False,True,ACSN:22330899;ACSN:22363130;Baccin2019:11006133;Baccin2019:12482954;Baccin2019:14714274;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;HPMR:11006133;HPRD:12482954;HPRD:14714274;ICELLNET:16921404;LRdb:11006133;LRdb:12482954;LRdb:14714274;NetPath:11006133;SIGNOR:18660822;connectomeDB2020:11006133;connectomeDB2020:12482954;connectomeDB2020:14714274,11006133;12482954;14714274;16921404;18660822;22330899;22353464;22363130,generic,generic,False,False,ACSN;Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P78504,Q9UM47
IL6,NOTCH3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P05231,Q9UM47
DLL4,NOTCH3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,8,,,,protein,protein,False,True,12,3,15,ligand,receptor,False,False,True,True,False,True,Baccin2019:29230914;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:18182388;LRdb:22353464;Ramilowski2015:18182388;connectomeDB2020:18182388;talklr:18182388,18182388;22353464;29230914,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9NR61,Q9UM47
IGF1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P36888
KIT,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,13,False,1,iTALK;EMBRACE;HGNC;HPMR;Ramilowski2015;LRdb;OmniPath,,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,True,True,False,True,KEA:17570479,17570479,generic,generic,False,False,KEA;NetworKIN_KEA,True,False,post_translational,P10721,P36888
HGF,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P36888
FGF1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P36888
FGF2,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09038,P36888
ANGPT1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P36888
IGF1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P54760
HGF,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P54760
FGF1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P54760
FGF2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09038,P54760
EFNB2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,12,True,18,,,,protein,protein,False,True,14,8,22,ligand,receptor,False,False,True,True,False,True,Baccin2019:12051776;Baccin2019:7534404;Baccin2019:9718367;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;HPMR:7534404;HPRD:12051776;HPRD:9718367;LRdb:11114742;SignaLink3:12051776;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9576626;SignaLink3:9718367;connectomeDB2020:12051776;connectomeDB2020:7534404;connectomeDB2020:9718367,11114742;12051776;15114347;18988627;23331499;7534404;9576626;9718367,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52799,P54760
ANGPT1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P54760
IGF1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,Q12866
HGF,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,Q12866
FGF1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,Q12866
FGF2,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09038,Q12866
ANGPT1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,Q12866
IGF1,PDGFRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,1,iTALK;HGNC;CellPhoneDB;GO_Intercell;HPMR;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P05019,P16234
HGF,PDGFRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P14210,P16234
FGF1,PDGFRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P05230,P16234
FGF2,PDGFRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P09038,P16234
ANGPT1,PDGFRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P16234
KDR,CDH5,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,6,False,3,,,,protein,protein,False,False,3,3,3,ligand,receptor,False,False,True,True,False,True,BioGRID:25657827;HPRD:10428027;HPRD:11950700,10428027;11950700;25657827,generic,generic,True,False,BioGRID;HPRD;PhosphoPoint,True,False,post_translational,P35968,P33151
ICAM1,CDH5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,6,True,2,,,,protein,protein,False,True,2,2,3,ligand,receptor,False,False,True,True,False,True,ProtMapper:18783313;ProtMapper:26556953,18783313;26556953,generic,generic,False,False,ProtMapper;REACH_ProtMapper;Wang,True,False,post_translational,P05362,P33151
SFRP2,FZD1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,14,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,Q9UP38
SFRP2,FZD3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,14,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,Q9NPG1
SFRP2,FZD8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,13,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,Q9H461
SFRP2,FZD7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,13,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,O75084
SFRP2,FZD2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,12,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,Q14332
SFRP2,FZD4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,12,False,0,LRdb;OmniPath,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q96HF1,Q9ULV1
SFRP2,FZD5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,2,14,False,2,LRdb;OmniPath,,,protein,protein,True,False,3,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:28840375;connectomeDB2020:28840375,28840375,generic,generic,True,False,CellTalkDB;Wang;connectomeDB2020,True,False,post_translational,Q96HF1,Q13467
ICAM1,VCAM1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,False,False,Wang,True,False,post_translational,P05362,P19320
IL6,CXCL12,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,1,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P05231,P48061
HGF,NRP1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,11,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellTalkDB:18065694,18065694,generic,generic,True,True,CellTalkDB,True,False,post_translational,P14210,O14786
FGF1,NRP1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,11,False,5,,,,protein,protein,False,False,9,1,13,ligand,receptor,False,False,False,True,False,True,Baccin2019:15695515;CellTalkDB:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515,15695515,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05230,O14786
FGF2,NRP1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,11,True,5,,,,protein,protein,False,True,10,1,14,ligand,receptor,False,False,False,True,False,True,Baccin2019:15695515;CellTalkDB:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515,15695515,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P09038,O14786
KDR,NRP1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,11,False,3,,,,protein,protein,False,True,3,3,3,ligand,receptor,False,False,True,True,False,True,HPRD:11333271;HPRD:16763549;HPRD:17222790,11333271;16763549;17222790,generic,generic,True,True,HPRD;PhosphoPoint;Wang,True,False,post_translational,P35968,O14786
ICAM1,ITGAM,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,8,False,7,,,,protein,protein,False,False,8,3,12,ligand,receptor,False,False,True,True,False,True,CellTalkDB:11073102;HPRD:11073102;HPRD:9488691;LRdb:11073102;LRdb:95;connectomeDB2020:11073102;connectomeDB2020:9488691,11073102;9488691;95,generic,generic,False,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05362,P11215
BMP2,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,1,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P12643,P55287
FGF1,CSPG4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,6,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:29812912,29812912,generic,generic,True,False,connectomeDB2020,True,False,post_translational,P05230,Q6UVK1
VWF,ITGA2B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,10,True,4,,,,protein,protein,False,True,9,2,12,ligand,receptor,False,False,False,True,False,True,CellTalkDB:31035301;HPRD:1737795;LRdb:1737795;connectomeDB2020:1737795,1737795;31035301,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P04275,P08514
VWF,STAB2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,5,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellTalkDB:30124466,30124466,generic,generic,True,False,CellTalkDB,True,False,post_translational,P04275,Q8WWQ8
