source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
FYN,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,2,False,2,Matrisome;HGNC;GO_Intercell;Kirouac2010;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,False,False,True,KEA:18691334;iPTMnet:18691334,18691334,generic,generic,False,False,KEA;Kinexus_KEA;iPTMnet,True,False,post_translational,P06241,Q6ZMQ8
FGF3,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,2,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;OmniPath,Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,Q6ZMQ8
IGF1,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,iTALK;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,Q6ZMQ8
IGF2,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,2,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,Q6ZMQ8
EGF,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,Q6ZMQ8
TGFA,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,Q6ZMQ8
CSF1,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,Q6ZMQ8
HGF,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,Q6ZMQ8
PDGFC,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,Q6ZMQ8
PDGFA,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,2,True,1,,iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,Q6ZMQ8
PDGFB,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,HGNC;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,Q6ZMQ8
FGF1,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,2,True,1,,GO_Intercell;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,Q6ZMQ8
FGF10,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,Q6ZMQ8
VEGFB,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,,GO_Intercell;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,Q6ZMQ8
EFNA1,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,Q6ZMQ8
EFNA2,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,Q6ZMQ8
EFNA5,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,2,True,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,False,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,P52803,Q6ZMQ8
EFNA4,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;Kirouac2010;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,Q6ZMQ8
ANGPT2,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,Q6ZMQ8
ANGPT1,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,2,True,1,,Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,Q6ZMQ8
PDGFD,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,Q6ZMQ8
BDNF,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,Q6ZMQ8
NTF3,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,Q6ZMQ8
VEGFA,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,,iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,Q6ZMQ8
VEGFC,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,2,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,Q6ZMQ8
PGF,AATK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,2,True,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,False,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,Q6ZMQ8
FYN,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,13,True,1,Matrisome;iTALK;CellPhoneDB;GO_Intercell;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,2,1,3,ligand,receptor,False,False,False,True,False,True,KEA:17570479,17570479,generic,generic,False,False,KEA;NetworKIN_KEA;Wang,True,False,post_translational,P06241,P29323
FGF3,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,P29323
IGF1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,iTALK;EMBRACE;CellPhoneDB;GO_Intercell;Ramilowski2015;DGIdb;LRdb;Baccin2019;OmniPath,iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P29323
IGF2,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,P29323
EGF,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,P29323
TGFA,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,P29323
CSF1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P29323
HGF,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,GO_Intercell;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P29323
TGFB1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,13,True,0,,iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01137,P29323
PDGFC,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,P29323
PDGFA,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P29323
PDGFB,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P29323
FGF1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P29323
FGF10,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,iTALK;CellCellInteractions;HGNC;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,P29323
VEGFB,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,iTALK;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,P29323
EFNA1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,P29323
EFNA2,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,1,,iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,P29323
EFNA5,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,9,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,,protein,protein,False,True,13,4,20,ligand,receptor,True,False,True,True,False,True,Baccin2019:1510785715107850;CellChatDB:15107857;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15107857;HPRD:15107857;LRdb:15107857;SIGNOR:17306385;connectomeDB2020:15107857,15107857;1510785715107850;15114347;17306385,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52803,P29323
EFNB3,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,13,False,5,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,,protein,protein,False,False,11,3,17,ligand,receptor,False,False,True,True,False,True,Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;connectomeDB2020:9330863,11114742;15114347;9330863,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15768,P29323
EFNA4,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,13,True,1,,iTALK;Almen2009;CellCellInteractions;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,P29323
EFNB2,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,13,,,,protein,protein,False,True,15,8,24,ligand,receptor,False,False,True,True,False,True,Baccin2019:933086311780069;BioGRID:11780069;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;HPRD:11780069;LRdb:11114742;ProtMapper:28719605;SignaLink3:11780069;SignaLink3:23331499;SignaLink3:9267020;connectomeDB2020:11780069;connectomeDB2020:9330863,11114742;11780069;15114347;23331499;28719605;9267020;9330863;933086311780069,generic,generic,False,False,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52799,P29323
ANGPT2,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P29323
ANGPT1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P29323
PDGFD,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P29323
BDNF,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P29323
NTF3,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P29323
EFNB1,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,13,True,11,,,,protein,protein,False,True,15,8,23,ligand,receptor,False,False,True,True,False,True,Baccin2019:93308638878483;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;HPRD:8878483;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8878483;connectomeDB2020:9330863,11114742;15114347;23331499;8878483;9330863;93308638878483;9530499;9576626,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P98172,P29323
CXCL12,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P48061,P29323
VEGFA,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,4,,,,protein,protein,False,True,10,2,15,ligand,receptor,False,False,False,True,False,True,Baccin2019:17318185;HPRD:17318185;LRdb:17318185;SIGNOR:17306385,17306385;17318185,generic,generic,True,False,Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;iTALK;talklr,True,False,post_translational,P15692,P29323
VEGFC,EPHB2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P29323
